index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
d8cc976cfe32d1f67f1e61fdf1697620,2025-11-01T13:29:19Z,'deluge',biztoc.com,en,0.0,"JD Vance Dresses As His Own Meme, Sparks Meme Avalanche",Halloween posts from the Vice President led to a deluge of memes across social media.,https://biztoc.com/x/3e630012b9b1d92e,https://biztoc.com/cdn/950/og.png,,"Halloween posts from the Vice President led to a deluge of memes across social media.
This story appeared on newsweek.com, 2025-11-01 13:26:12.",,JD Vance verkleidet sich als sein eigenes Meme und löst eine Meme-Lawine aus. Halloween-Posts des Vizepräsidenten führten zu einer Flut von Memes in den sozialen Medien.,"JD Vance Dresses As His Own Meme, Sparks Meme Avalanche. Halloween posts from the Vice President led to a deluge of memes across social media.","JD Vance Dresss As His Own Meme, Scintillae Meme Avalanche. Praeses Halloween a Vice Praeses ad diluvium per media socialia media duxit.",2025-10-21 18:42:08+00:00
5d3e78fb578262e31467e9cf64ce7dd2,2025-11-01T15:00:00Z,'deluge',me.pcmag.com,en,0.0,Don't Miss Out: 8 Big Video Game Releases You'll Want to Play in November,"Call of Duty: Black Ops 7, Hyrule Warriors: Age of Imprisonment, and Kirby Air Riders are just three of the hottest video games launching this month.
The video game deluge continues into November, bringing a fresh batch of must-play titles across all major pl…",https://me.pcmag.com/en/games/33226/dont-miss-out-8-big-video-game-releases-youll-want-to-play-in-november,https://sm.pcmag.com/t/pcmag_me/news/d/dont-miss-/dont-miss-out-8-big-video-game-releases-youll-want-to-play-i_4ypw.1200.jpg,,"The video game deluge continues into November, bringing a fresh batch of must-play titles across all major platforms: the shiny new Nintendo Switch 2, PC, PlayStation 5, and Xbox Series X/S. Sate you… [+4766 chars]",,"Nicht verpassen: 8 große Videospielveröffentlichungen, die Sie im November spielen möchten. Call of Duty: Black Ops 7, Hyrule Warriors: Age of Imprisonment und Kirby Air Riders sind nur drei der heißesten Videospiele, die diesen Monat auf den Markt kommen.
Die Flut an Videospielen hält bis in den November hinein an und bringt eine neue Ladung Must-Play-Titel für alle wichtigen Spiele hervor.","Don't Miss Out: 8 Big Video Game Releases You'll Want to Play in November. Call of Duty: Black Ops 7, Hyrule Warriors: Age of Imprisonment, and Kirby Air Riders are just three of the hottest video games launching this month.
The video game deluge continues into November, bringing a fresh batch of must-play titles across all major pl…","Ne deesset: 8 Big Video Game Releases You'll Want to Play in November. Vocatum Pietatis: Niger Opis 7, Hyrule Bellatores: Aetas incarcerationis, et Kirby Air ascensores tres tantum sunt ludi calidissimi video ludos hoc mense deducentes.
Ludus vide diluvium pergit in Novembrem, afferens novam massam de musti fabularum titulis per omnes maiores pl…",2025-10-21 18:42:08+00:00
316f3c1aedc95a1f8685c6608d2e27f3,2025-11-01T15:00:00Z,'deluge',uk.pcmag.com,en,0.0,Don't Miss Out: 8 Big Video Game Releases You'll Want to Play in November,"Call of Duty: Black Ops 7, Hyrule Warriors: Age of Imprisonment, and Kirby Air Riders are just three of the hottest video games launching this month.
The video game deluge continues into November, bringing a fresh batch of must-play titles across all major pl…",https://uk.pcmag.com/games/161040/dont-miss-out-8-big-video-game-releases-youll-want-to-play-in-november,https://sm.pcmag.com/t/pcmag_uk/news/d/dont-miss-/dont-miss-out-8-big-video-game-releases-youll-want-to-play-i_5zau.1200.jpg,,"The video game deluge continues into November, bringing a fresh batch of must-play titles across all major platforms: the shiny new Nintendo Switch 2, PC, PlayStation 5, and Xbox Series X/S. Sate you… [+4766 chars]",,"Nicht verpassen: 8 große Videospielveröffentlichungen, die Sie im November spielen möchten. Call of Duty: Black Ops 7, Hyrule Warriors: Age of Imprisonment und Kirby Air Riders sind nur drei der heißesten Videospiele, die diesen Monat auf den Markt kommen.
Die Flut an Videospielen hält bis in den November hinein an und bringt eine neue Ladung Must-Play-Titel für alle wichtigen Spiele hervor.","Don't Miss Out: 8 Big Video Game Releases You'll Want to Play in November. Call of Duty: Black Ops 7, Hyrule Warriors: Age of Imprisonment, and Kirby Air Riders are just three of the hottest video games launching this month.
The video game deluge continues into November, bringing a fresh batch of must-play titles across all major pl…","Ne deesset: 8 Big Video Game Releases You'll Want to Play in November. Vocatum Pietatis: Niger Opis 7, Hyrule Bellatores: Aetas incarcerationis, et Kirby Air ascensores tres tantum sunt ludi calidissimi video ludos hoc mense deducentes.
Ludus vide diluvium pergit in Novembrem, afferens novam massam de musti fabularum titulis per omnes maiores pl…",2025-10-21 18:42:08+00:00
42b2a85013dbe9e2bf8f04db2ae933b7,2025-11-01T16:53:00Z,'flooding',gothamist.com,en,0.0,Victims of NYC storm were handymen who helped around their buildings,"The basement apartment where Aaron Akaberi died during heavy rain.
 

Juan Carlos Montoya Hernandez died attempting to perform electrical repairs during the storm. Aaron Akaberi died trying to rescue his pit bull from a flooding apartment. [ more › ]",https://gothamist.com/news/victims-of-nyc-storm-were-handymen-who-helped-around-their-buildings,https://api-prod.gothamist.com/images/353928/fill-1200x650|format-webp|webpquality-85/,,"The two men who died in flooded basements as intense rain pounded New York City on Thursday were handymen in their respective buildings familiar faces who could be called on to help out in a pinch, r… [+5047 chars]",,"Opfer des Sturms in New York waren Handwerker, die in ihren Gebäuden halfen. Die Kellerwohnung, in der Aaron Akaberi bei starkem Regen starb.
 

Juan Carlos Montoya Hernandez starb bei dem Versuch, während des Sturms elektrische Reparaturen durchzuführen. Aaron Akaberi starb beim Versuch, seinen Pitbull aus einer überschwemmten Wohnung zu retten. [ mehr > ]","Victims of NYC storm were handymen who helped around their buildings. The basement apartment where Aaron Akaberi died during heavy rain.
 

Juan Carlos Montoya Hernandez died attempting to perform electrical repairs during the storm. Aaron Akaberi died trying to rescue his pit bull from a flooding apartment. [ more › ]","Victimae NYC tempestatis erant handymen qui circa aedificia sua adiuverunt. FUNDAMENTUM cubiculi ubi Aaron Akaberi in gravibus pluvia mortuus est.
 

Ioannes Carlos Montoya Hernandez mortuus est conatus electricas reparationes in tempestate conficere. Aaron Akaberi mortuus est, ut e conclavi inundanti taurum foveam suam eriperet. [ magis ]",2025-10-21 18:42:08+00:00
6fb69d41f2e1eb6adb98328aecdd8341,2025-11-02T04:17:20Z,'flooding',www.digitaljournal.com,en,0.0,Vietnam flood death toll rises to 35: disaster agency,"Record heavy rains and flooding in central Vietnam this week have killed 35 people, disaster management officials said Sunday, with five more still missing in the deluge. Heavy rain has pummelled Vietnam’s coastal provinces since last weekend, with a record o…",https://www.digitaljournal.com/world/vietnam-flood-death-toll-rises-to-35-disaster-agency/article,https://www.digitaljournal.com/wp-content/uploads/2025/11/de8711673529da2d34bbbca0ce226764fc1256c2.jpg,,"Floodwaters inundating streets and buildings following heavy rains in Hoi An on October 30, 2025 - Copyright AFP NHAC NGUYEN
Record heavy rains and flooding in central Vietnam this week have killed … [+854 chars]",,"Zahl der Todesopfer bei Überschwemmungen in Vietnam steigt auf 35: Katastrophenschutzbehörde. Rekordschwere Regenfälle und Überschwemmungen in Zentralvietnam haben diese Woche 35 Menschen getötet, teilten Beamte des Katastrophenschutzes am Sonntag mit, fünf weitere werden in der Flut noch vermisst. Seit letztem Wochenende haben heftige Regenfälle Vietnams Küstenprovinzen heimgesucht, mit einer Rekordzahl von …","Vietnam flood death toll rises to 35: disaster agency. Record heavy rains and flooding in central Vietnam this week have killed 35 people, disaster management officials said Sunday, with five more still missing in the deluge. Heavy rain has pummelled Vietnam’s coastal provinces since last weekend, with a record o…","Vietnam inundatio mortuorum exoritur 35: calamitatis procuratio. Commemorare pluvias et inundationes in media Vietnamia hac septimana 35 homines occiderunt, officiales calamitatis administrationis die Dominico dixerunt, cum quinque adhuc in diluvio desunt. Imbribus gravis inlisit provincias maritimas Vietnam ab ultima volutpat vestibulum, cum record o…",2025-10-21 18:42:08+00:00
d78abf15b984e5afe85af92dfcd3cb47,2025-11-03T02:05:07Z,'deluge',timesofindia.indiatimes.com,en,0.0,"IPO deluge: Four new-age cos set to raise over 20,000 crore in November","India Business News: MUMBAI: It's a busy Nov for startups on Dalal Street. Lenskart, Groww, Pine Labs and PhysicsWallah, all of which are headed for listing on the bourses.",https://timesofindia.indiatimes.com/business/india-business/ipo-deluge-four-new-age-cos-set-to-raise-over-20000-crore-in-november/articleshow/125044816.cms,"https://static.toiimg.com/thumb/msid-125044847,width-1070,height-580,imgsize-988162,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",,EMI CalculatorDetermine the monthly installment amount for a loan,,"IPO-Flut: Vier New-Age-Unternehmen wollen im November über 20.000 Crore aufbringen. India Business News: MUMBAI: Es ist ein geschäftiger November für Start-ups in der Dalal Street. Lenskart, Groww, Pine Labs und PhysicsWallah, die alle auf dem Weg zur Börsennotierung sind.","IPO deluge: Four new-age cos set to raise over 20,000 crore in November. India Business News: MUMBAI: It's a busy Nov for startups on Dalal Street. Lenskart, Groww, Pine Labs and PhysicsWallah, all of which are headed for listing on the bourses.","IPO diluvium: quattuor aetatis novae cos, ut supra decem milia crore mense Novembri suscitarent. India Negotiatio News: MUMBAI: Novus occupatus est pro startups in Dalal Vico. Lenskart, Groww, Pinus Labs et PhysicsWallah, quae omnia ad enumerationem in scapulas tenduntur.",2025-10-21 18:42:08+00:00
6563f8343893edcf4f0f634c52890889,2025-11-03T09:00:55Z,'deluge',www.pymnts.com,en,0.0,CE 100 Index Sinks 2.5% Despite Big Tech’s Earnings Bump,"Earnings season was the dominant force this past week, and Big Tech dominated the deluge of quarterly reports. By and large, the performance of the majority of pillars in the CE 100 Index was to the downside, as the overall index slipped 2.5%. The Live pillar…",https://www.pymnts.com/connectedeconomy/2025/ce-100-index-sinks-2-5-despite-big-techs-earnings-bump/,https://www.pymnts.com/wp-content/uploads/2025/11/CE-100-Index-1103.jpg,,"Earnings season was the dominant force this past week, and Big Tech dominated the deluge of quarterly reports.By and large, the performance of the majority of pillars in the CE 100 Index was to the d… [+5279 chars]",,"Der CE 100-Index sinkt trotz des Gewinnanstiegs von Big Tech um 2,5 %. Die Gewinnsaison war in der vergangenen Woche die dominierende Kraft, und Big Tech dominierte die Flut an Quartalsberichten. Im Großen und Ganzen war die Performance der meisten Säulen des CE 100-Index negativ, da der Gesamtindex um 2,5 % nachgab. Die Live-Säule…","CE 100 Index Sinks 2.5% Despite Big Tech’s Earnings Bump. Earnings season was the dominant force this past week, and Big Tech dominated the deluge of quarterly reports. By and large, the performance of the majority of pillars in the CE 100 Index was to the downside, as the overall index slipped 2.5%. The Live pillar…","CE 100 Index Sinks 2.5% Quamvis Big Tech CAPTURA bump. Merces temporum dominans vim hanc hebdomadam revolutam erat, et Big Tech diluvium quarteriorum relationum dominatus est. Per et latum, in CE C Index pluribus columnis ad declivem erat faciendum, ut index supremus defluxit 2.5%. Vivamus columna.",2025-10-21 18:42:08+00:00
038fe52518329422ce459110ec02cc4d,2025-11-03T09:51:36Z,'deluge',biztoc.com,en,0.0,CE 100 Index Sinks 2.5% Despite Big Tech’s Earnings Bump,"Earnings season was the dominant force this past week, and Big Tech dominated the deluge of quarterly reports.
 
 
 
 
By and large, the performance of the majority of pillars in the CE 100 Index was to the downside, as the overall index slipped 2.5%.
The Liv…",https://biztoc.com/x/5090a15f4d313d25,https://biztoc.com/cdn/950/og.png,,"Earnings season was the dominant force this past week, and Big Tech dominated the deluge of quarterly reports.
By and large, the performance of the majority of pillars in the CE 100 Index was to the… [+131 chars]",,"Der CE 100-Index sinkt trotz des Gewinnanstiegs von Big Tech um 2,5 %. Die Gewinnsaison war in der vergangenen Woche die dominierende Kraft, und Big Tech dominierte die Flut an Quartalsberichten.
 
 
 
 
Im Großen und Ganzen war die Performance der meisten Säulen des CE 100-Index negativ, da der Gesamtindex um 2,5 % nachgab.
Das Leben…","CE 100 Index Sinks 2.5% Despite Big Tech’s Earnings Bump. Earnings season was the dominant force this past week, and Big Tech dominated the deluge of quarterly reports.
 
 
 
 
By and large, the performance of the majority of pillars in the CE 100 Index was to the downside, as the overall index slipped 2.5%.
The Liv…","CE 100 Index Sinks 2.5% Quamvis Big Tech CAPTURA bump. Merces temporum dominans vim hanc hebdomadam revolutam erat, et Big Tech diluvium quarteriorum relationum dominatus est.
 
 
 
 
Per et latum, in CE C Index pluribus columnis ad declivem erat faciendum, ut index supremus defluxit 2.5%.
The Liv…",2025-10-21 18:42:08+00:00
04f0474477db93593ae7a472dfefe033,2025-11-03T10:00:10Z,'floods',www.yahoo.com,en,0.0,Vietnam flood death toll rises to 37 as a new typhoon threatens to worsen devastation,"Rescuers and aid workers in central Vietnam raced to reach isolated area that were battered by floods and landslides, killing at least 37 people, as another ...",https://www.yahoo.com/news/articles/vietnam-flood-death-toll-rises-100010228.html,https://s.yimg.com/ny/api/res/1.2/qQEJqmOK3g1KMOk7vNq8nw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MTE7Y2Y9d2VicA--/https://media.zenfs.com/en/ap.org/adf6d9a56c1e1ba89c07b3d64fc0a401,,"HANOI, Vietnam (AP) Rescuers and aid workers in central Vietnam raced to reach isolated area that were battered by floods and landslides, killing at least 37 people, as another typhoon was on track t… [+2502 chars]",,"Die Zahl der Todesopfer bei Überschwemmungen in Vietnam steigt auf 37, da ein neuer Taifun droht, die Verwüstung zu verschlimmern. Retter und Helfer in Zentralvietnam rannten los, um abgelegene Gebiete zu erreichen, die von Überschwemmungen und Erdrutschen heimgesucht wurden, wobei mindestens 37 Menschen ums Leben kamen, wie ein weiterer ...","Vietnam flood death toll rises to 37 as a new typhoon threatens to worsen devastation. Rescuers and aid workers in central Vietnam raced to reach isolated area that were battered by floods and landslides, killing at least 37 people, as another ...","Vietnam inundatio mortis vectigal surgit 37 ut novum typhonum vastitati peiori minatur. Reservatores et adiutores operarii in media Vietnam currerunt ut ad aream solitariam perveniret quae inundationibus et proruit, occisio saltem 37 hominum, sicut alius .. .",2025-10-21 18:42:08+00:00
82e9119b5123811cd9bb0f0c02b58231,2025-11-03T10:21:41Z,'flooding death',abcnews.go.com,en,0.0,Vietnam flood death toll rises to 37 as a new typhoon threatens to worsen devastation,Rescuers and aid workers in central Vietnam are racing to reach isolated areas hit by floods and landslides,https://abcnews.go.com/International/wireStory/vietnam-flood-death-toll-rises-37-new-typhoon-127124725,https://i.abcnewsfe.com/a/41aa2681-f82a-468c-b37c-619a73a4db02/wirestory_1d0f0ed7931f6e06a3d5b63375d25eaa_16x9.jpg?w=1600,,"HANOI, Vietnam -- Rescuers and aid workers in central Vietnam raced to reach isolated area that were battered by floods and landslides, killing at least 37 people, as another typhoon was on track to … [+2504 chars]",,"Die Zahl der Todesopfer bei Überschwemmungen in Vietnam steigt auf 37, da ein neuer Taifun droht, die Verwüstung zu verschlimmern. Retter und Helfer in Zentralvietnam sind auf der Suche nach abgelegenen Gebieten, die von Überschwemmungen und Erdrutschen heimgesucht wurden",Vietnam flood death toll rises to 37 as a new typhoon threatens to worsen devastation. Rescuers and aid workers in central Vietnam are racing to reach isolated areas hit by floods and landslides,Vietnam inundatio mortis vectigal surgit 37 ut novum typhonum vastitati peiori minatur. Rescuers et adiutores opifices in media Vietnam currunt ad seiunctis locis ictus inundationes et proruit,2025-10-21 18:42:08+00:00
